Unnamed: 0,id,nome_do_alimento,categoria,calorias,proteinas,carboidratos,gorduras,gorduras_saturadas,fibras,colesterol,gorduras_trans,gorduras_monoinsaturadas,gorduras_polinsaturadas
7568,7569,leite achocolatado feito de mistura seca com leite com baixo teor de gordura (nesquik),Dairy and Egg Products ,64.0,3.44,10.24,1.05,0.734,0.3,5.0,0,0,33.0
7569,7570,leite achocolatado feito de mistura seca com leite integral,Dairy and Egg Products ,82.0,3.24,10.06,3.19,1.89,0.3,9.0,0,0,183.0
7570,7571,leite achocolatado feito de mistura seca com leite integral (nesquik),Dairy and Egg Products ,82.0,3.24,10.06,3.19,1.89,0.3,9.0,0,0,183.0
7571,7572,leite achocolatado feito de mistura seca com leite nao lacteo,Dairy and Egg Products ,63.0,1.7,10.96,1.32,0.236,0.6,0.0,0,0,500.0
7572,7573,leite achocolatado feito de mistura seca com leite nao lacteo (nesquik),Dairy and Egg Products ,63.0,1.7,10.96,1.32,0.236,0.6,0.0,0,0,500.0
7573,7574,leite achocolatado feito de mistura seca com leite sem gordura,Dairy and Egg Products ,57.0,3.44,10.21,0.22,0.192,0.3,2.0,0,0,3.0
7574,7575,leite achocolatado feito de mistura seca com leite sem gordura (nesquik),Dairy and Egg Products ,57.0,3.44,10.21,0.22,0.192,0.3,2.0,0,0,3.0
7575,7576,leite achocolatado feito de mistura seca ns quanto ao tipo de leite,Dairy and Egg Products ,72.0,3.35,10.11,2.06,1.296,0.3,7.0,0,0,96.0
7576,7577,leite achocolatado feito de mistura seca ns quanto ao tipo de leite (nesquik),Dairy and Egg Products ,72.0,3.35,10.11,2.06,1.296,0.3,7.0,0,0,96.0
7577,7578,leite achocolatado feito de mistura seca sem adicao de acucar com leite com baixo teor de gordura (nesquik),Dairy and Egg Products ,64.0,3.55,7.34,2.29,1.399,0.4,8.0,0,0,149.0
7578,7579,leite achocolatado feito de mistura seca sem adicao de acucar com leite integral (nesquik),Dairy and Egg Products ,74.0,3.41,7.34,3.5,1.981,0.4,10.0,0,0,266.0
7579,7580,leite achocolatado feito de mistura seca sem adicao de acucar com leite nao lacteo (nesquik),Dairy and Egg Products ,55.0,1.84,8.25,1.59,0.294,0.7,0.0,0,0,589.0
7580,7581,leite achocolatado feito de mistura seca sem adicao de acucar com leite sem gordura (nesquik),Dairy and Egg Products ,49.0,3.62,7.49,0.47,0.25,0.4,2.0,0,0,82.0
7581,7582,leite achocolatado feito de xarope com leite com baixo teor de gordura,Dairy and Egg Products ,72.0,2.92,13.28,0.84,0.549,0.0,4.0,0,0,30.0
7582,7583,leite achocolatado feito de xarope com leite integral,Dairy and Egg Products ,89.0,2.73,13.11,2.82,1.617,0.0,9.0,0,0,169.0
7583,7584,leite achocolatado feito de xarope com leite nao lacteo,Dairy and Egg Products ,71.0,1.31,13.94,1.09,0.089,0.3,0.0,0,0,462.0
7584,7585,leite achocolatado feito de xarope com leite sem gordura,Dairy and Egg Products ,65.0,2.92,13.25,0.07,0.049,0.0,2.0,0,0,3.0
7585,7586,leite achocolatado feito de xarope light com leite com baixo teor de gordura,Dairy and Egg Products ,63.0,3.06,8.53,1.85,1.099,0.0,7.0,0,0,64.0
7586,7587,leite achocolatado feito de xarope light com leite integral,Dairy and Egg Products ,73.0,2.93,8.53,2.96,1.631,0.0,9.0,0,0,171.0
7587,7588,leite achocolatado feito de xarope light com leite nao lacteo,Dairy and Egg Products ,55.0,1.5,9.37,1.22,0.09,0.3,0.0,0,0,466.0
7588,7589,leite achocolatado feito de xarope light com leite sem gordura,Dairy and Egg Products ,49.0,3.12,8.67,0.19,0.049,0.0,2.0,0,0,3.0
7589,7590,leite achocolatado feito de xarope light ns quanto ao tipo de leite,Dairy and Egg Products ,64.0,3.03,8.58,1.91,1.077,0.0,7.0,0,0,89.0
7590,7591,leite achocolatado feito de xarope ns quanto ao tipo de leite,Dairy and Egg Products ,80.0,2.83,13.16,1.77,1.068,0.0,7.0,0,0,88.0
7591,7592,leite achocolatado feito de xarope sem acucar com leite com baixo teor de gordura,Dairy and Egg Products ,42.0,3.31,6.14,1.1,0.647,0.4,4.0,0,0,36.0
7592,7593,leite achocolatado feito de xarope sem acucar com leite integral,Dairy and Egg Products ,59.0,3.12,5.98,3.1,1.725,0.4,9.0,0,0,176.0
7593,7594,leite achocolatado feito de xarope sem acucar com leite nao lacteo,Dairy and Egg Products ,41.0,1.68,6.81,1.35,0.183,0.6,0.0,0,0,471.0
7594,7595,leite achocolatado feito de xarope sem acucar com leite sem gordura,Dairy and Egg Products ,35.0,3.31,6.12,0.32,0.143,0.4,2.0,0,0,8.0
7595,7596,leite achocolatado feito de xarope sem acucar ns quanto ao tipo de leite,Dairy and Egg Products ,50.0,3.22,6.02,2.04,1.171,0.4,7.0,0,0,94.0
7596,7597,leite achocolatado feito sem adicao de acucar seco mix ns quanto ao tipo de leite (nesquik),Dairy and Egg Products ,65.0,3.52,7.39,2.35,1.375,0.4,7.0,0,0,177.0
7597,7598,leite achocolatado light,No category,63,3.24,10.44,1,0.616,0.5,3,0,0.3,0.035
7598,7599,leite achocolatado pronto para beber com baixo teor de gordura,Dairy and Egg Products ,62.0,3.46,9.86,1.0,0.584,0.1,5.0,0,0,95.0
7599,7600,leite achocolatado pronto para beber com baixo teor de gordura (nesquik),Dairy and Egg Products ,62.0,3.46,9.86,1.0,0.584,0.1,5.0,0,0,95.0
7600,7601,leite achocolatado pronto para beber com baixo teor de gordura e sem adicao de acucar (nesquik),Dairy and Egg Products ,62.0,3.46,9.86,1.0,0.584,0.1,5.0,0,0,95.0
7601,7602,leite aromatizado,No category,83.322,3.182,10.38,3.403,2.112,0.803,12.047,0,0.994,0.124
7602,7603,leite beijinho,No category,319.695,7.878,54.179,8.665,5.464,0,33.862,0,2.417,0.336
7603,7604,leite coalhado fluido cultivado com reducao de gordura,Dairy and Egg Products,56.0,4.1,5.3,2.0,1.242,0.0,8.0,0,0,71.0
7604,7605,leite com alto teor de gordura (37% de gordura),Dairy and Egg Products,64.0,3.28,4.65,3.66,2.278,0.0,14.0,0,0,136.0
7605,7606,leite com baixo teor de gordura 1%,Dairy and Egg Products,42.0,3.37,4.99,0.97,0.633,0.0,5.0,0,0,35.0
7606,7607,leite com baixo teor de gordura 1% de gordura de leite com adicao de solidos de leite sem gordura vitamina a e vitamina d,Dairy and Egg Products,43.0,3.48,4.97,0.97,0.604,0.0,4.0,0,0,36.0
7607,7608,leite com baixo teor de gordura 1% de proteina de gordura de leite enriquecido com adicao de vitamina a e vitamina d,Dairy and Egg Products,48.0,3.93,5.52,1.17,0.728,0.0,4.0,0,0,43.0
7608,7609,leite com baixo teor de gordura 2%,Dairy and Egg Products,50.0,3.3,4.8,1.98,1.257,0.0,8.0,0.085,0,73.0
7609,7610,leite com baixo teor de gordura 2% de gordura de leite com adicao de solidos de leite desnatado e vitamina a e vitamina d,Dairy and Egg Products,51.0,3.48,4.97,1.92,1.195,0.0,8.0,0,0,71.0
7610,7611,leite com baixo teor de gordura 2% de gordura de leite com adicao de solidos de leite sem gordura sem adicao de vitamina a,Dairy and Egg Products,56.0,3.95,5.49,1.98,1.232,0.0,8.0,0,0,9.0
7611,7612,leite com baixo teor de gordura 2% de proteina de gordura do leite enriquecido com adicao de vitamina a e vitamina d,Dairy and Egg Products,56.0,3.95,5.49,1.98,1.232,0.0,8.0,0,0,74.0
7612,7613,leite com baixo teor de sodio,Dairy and Egg Products,61.0,3.1,4.46,3.46,2.154,0.0,14.0,0,0,128.0
7613,7614,leite com chocolate pronto para beber acucar reduzido ns quanto ao leite,Dairy and Egg Products ,54.0,3.43,7.68,1.04,0.616,0.0,5.0,0,0,54.0
7614,7615,leite com chocolate sem gordura,Dairy and Egg Products,67.0,3.39,13.46,0.0,0.0,0.0,2.0,0.0,0,0.0
7615,7616,leite com morango integral,Dairy and Egg Products ,81.0,2.96,10.6,3.06,1.75,0.0,9.0,0,0,183.0
7616,7617,leite com morango sem gordura,Dairy and Egg Products ,56.0,3.17,10.75,0.09,0.053,0.0,2.0,0,0,3.0
7617,7618,leite com reducao de gordura fluida 2% de gordura de leite sem adicao de vitamina a e vitamina d,Dairy and Egg Products,50.0,3.3,4.8,1.98,1.257,0.0,8.0,0.085,0,73.0
7618,7619,leite com sabor,No category,83.322,3.182,10.38,3.403,2.112,0.803,12.047,0,0.994,0.124
7619,7620,leite com sabor diet,No category,73.289,3.482,7.087,3.51,2.007,0.393,9.592,0,0.901,0.214
7620,7621,leite condensado,Dairy and Egg Products,321.0,7.91,54.4,8.7,5.486,0.0,34.0,0,0,337.0
7621,7622,leite de amendoa adocado com baunilha,Beverages,38.0,0.42,6.59,1.04,0.0,0.4,0.0,0.0,0,208.0
7622,7623,leite de amendoa chocolate,Beverages,50.0,0.63,9.38,1.25,0.0,0.4,0.0,0.0,0,208.0
7623,7624,leite de amendoa chocolate sem acucar,Beverages,21.0,0.83,1.25,1.46,0.0,0.4,0.0,0.0,0,243.0
7624,7625,leite de amendoa sem acucar,Dairy and Egg Products ,15.0,0.59,0.58,1.1,0.0,0.0,0.0,0,0,236.0
7625,7626,leite de arroz sem acucar,Beverages,47.0,0.28,9.17,0.97,0.0,0.3,0.0,0.0,0,313.0
7626,7627,leite de cabra,Dairy and Egg Products,69.0,3.56,4.45,4.14,2.667,0.0,11.0,0,0,149.0
7627,7628,leite de coco,Outros alimentos industrializados,166.160301615546,1.0140667031606,2.19459996350605,18.3643333333333,15.6,0.683666666666667,0,0.443333333333333,0.9,0.2
7628,7629,leite de coco adocado enriquecido com vitaminas de calcio a b12 d2,Beverages,31.0,0.21,2.92,2.08,2.083,0.0,0.0,0.0,0,0.0
7629,7630,leite de coco light,No category,202.46,1.614,5.593,20.847,18.487,0.912,0,0,0.887,0.229
7630,7631,leite de morango com baixo teor de gordura,Dairy and Egg Products ,63.0,3.17,10.78,0.92,0.594,0.0,5.0,0,0,33.0
7631,7632,leite de morango nao lacteos,Dairy and Egg Products ,62.0,1.42,11.5,1.19,0.096,0.3,0.0,0,0,500.0
7632,7633,leite de morango nfs,Dairy and Egg Products ,52.0,3.28,5.25,1.97,1.249,0.0,8.0,0,0,73.0
7633,7634,leite de soja (todos os sabores) aprimorado,Beans and Lentils,45.0,2.94,3.45,1.99,0.206,0.4,0.0,0.0,0,1190.0
7634,7635,leite de soja (todos os sabores) baixo teor de gordura com adicao de calcio vitaminas a e d,Beans and Lentils,43.0,1.65,7.2,0.62,0.0,0.8,0.0,0.0,0,412.0
7635,7636,leite de soja (todos os sabores) sem gordura com adicao de calcio vitaminas a e d,Beans and Lentils,28.0,2.47,4.14,0.04,0.0,0.2,0.0,0.0,0,36.0
7636,7637,leite de soja chocolate light silk,Beans and Lentils,49.0,2.06,9.05,0.62,0.0,0.8,0.0,0.0,0,0
7637,7638,leite de soja com chocolate fortificado,Beans and Lentils,63.0,2.26,9.95,1.53,0.24,0.4,0.0,0.0,0,836.0
7638,7639,leite de soja com sabor,No category,64.051,3.683,9.065,1.646,0.238,1.101,0,0,0.364,0.929
7639,7640,leite de soja com sabor light,No category,53.205,2.558,8.621,1.028,0.149,0.688,0,0,0.227,0.581
7640,7641,leite de soja de baunilha silk light,Beans and Lentils,33.0,2.47,4.12,0.82,0.0,0.4,0.0,0.0,0,0
7641,7642,leite de soja em po,No category,408.331,32.848,42.128,13.216,1.912,9.184,0,0,2.915,7.455
7642,7643,leite de soja em po light,No category,379.579,32.936,59.916,2.8,0.402,2.396,0,0,0.613,1.568
7643,7644,leite de soja original e baunilha com calcio adicionado vitaminas a e d,Beans and Lentils,43.0,2.6,4.92,1.47,0.205,0.2,0.0,0.0,0,858.0
7644,7645,leite de soja original e baunilha light com vitaminas a e d de calcio adicionadas,Beans and Lentils,30.0,2.38,3.51,0.77,0.005,0.3,0.0,0.0,0,426.0
7645,7646,leite de soja original e baunilha light sem acucar com calcio adicionado vitaminas a e d,Beans and Lentils,34.0,2.62,3.85,0.85,0.078,0.6,0.0,0.0,0,558.0
7646,7647,leite de soja sem acucar,Beans and Lentils,33.0,2.88,1.65,1.65,0.206,0.4,0.0,0.0,0,0
7647,7648,leite de soja silk chai,Beans and Lentils,53.0,2.47,7.82,1.44,0.206,0.0,0.0,0.0,0,0
7648,7649,leite de soja silk mocha,Beans and Lentils,58.0,2.06,9.05,1.44,0.206,0.0,0.0,0.0,0,0
7649,7650,leite de soja silk nog,Beans and Lentils,74.0,2.46,12.3,1.64,0.0,0.0,0.0,0.0,0,0
7650,7651,leite de soja silk plus fibra,Beans and Lentils,41.0,2.47,5.76,1.44,0.206,2.1,0.0,0.0,0,0
7651,7652,leite de soja silk plus omega-3 dha,Beans and Lentils,45.0,2.88,3.29,2.06,0.206,0.4,0.0,0.0,0,0
7652,7653,leite de soja silk plus para saude ossea,Beans and Lentils,41.0,2.47,4.53,1.44,0.206,0.8,0.0,0.0,0,0
7653,7654,leite de soja silk vanilla,Beans and Lentils,41.0,2.47,4.12,1.44,0.206,0.4,0.0,0.0,0,0
7654,7655,leite de soja simples silk light,Beans and Lentils,29.0,2.47,3.29,0.82,0.0,0.4,0.0,0.0,0,0
7655,7656,leite de vaca achocolatado,Leite e derivados,82.8209962719936,2.09902003765106,14.1583133333333,2.169,1.1,0.645666666666667,6.08133333333333,0.68,0.6,0.1
7656,7657,leite de vaca desnatado,No category,34.154,3.385,4.982,0.08,0.051,0,2.009,0,0.021,0.003
7657,7658,leite de vaca desnatado po,Leite e derivados,361.608,34.69,53.0433333333333,0.933333333333333,0.6,0,24.7853333333333,8.23333333333333,0.2,Tr
7658,7659,leite de vaca desnatado uht,Leite e derivados,*,*,*,*,0,0,3.75433333333333,0.826666666666667,0,0
7659,7660,leite de vaca fresco,No category,60.025,3.221,4.522,3.251,1.866,0,10.004,0,0.812,0.195
7660,7661,leite de vaca fresco organico,No category,60.025,3.221,4.522,3.251,1.866,0,10.004,0,0.812,0.195
7661,7662,leite de vaca integral,Leite e derivados,*,*,*,*,1.4,0,10.49,0.76,0.7,0.1
7662,7663,leite de vaca integral organico,No category,60.025,3.221,4.522,3.251,1.866,0,10.004,0,0.812,0.195
7663,7664,leite de vaca integral po,Leite e derivados,496.6503,25.42,39.18,26.9033333333333,16.3,0,85.2553333333333,5.79666666666667,7.1,0.5
7664,7665,leite de vaca semidesnatado,No category,42,3.37,4.99,0.97,0.633,0,5,0,0.277,0.035
7665,7666,leite desidratado,Dairy and Egg Products,496.0,26.32,38.42,26.71,16.742,0.0,97.0,0,0,665.0
7666,7667,leite desnatado,Dairy and Egg Products,34.0,3.37,4.96,0.08,0.056,0.0,2.0,0,0,3.0
7667,7668,leite desnatado fluido com adicao de solidos de leite desnatado vitamina a e vitamina d (sem gordura ou desnatado),Dairy and Egg Products,37.0,3.57,5.02,0.25,0.162,0.0,2.0,0,0,9.0
7668,7669,leite e barra de cereais,Snacks,413.0,6.47,72.05,10.98,9.114,0.4,6.0,0.0,0,239.0
7669,7670,leite em po,No category,480,25.76,36.16,26,14.92,0,80,0,6.496,1.56
7670,7671,leite em po com sabor,No category,405,3.3,90.9,3.1,1.834,4.8,0,0,1.009,0.091
7671,7672,leite em po desnatado,No category,358,35.1,52.19,0.72,0.467,0,18,0,0.187,0.028
7672,7673,leite em po integral,No category,480,25.76,36.16,26,14.92,0,80,0,6.496,1.56
7673,7674,leite enlatado evaporado com adicao de vitamina a,Dairy and Egg Products,134.0,6.81,10.04,7.56,4.591,0.0,29.0,0,0,245.0
7674,7675,leite enlatado evaporado com adicao de vitamina d e sem adicao de vitamina a,Dairy and Egg Products,134.0,6.81,10.04,7.56,4.591,0.0,29.0,0,0,245.0
7675,7676,leite evaporado,Dairy and Egg Products,78.0,7.55,11.35,0.2,0.121,0.0,4.0,0,0,6.0
7676,7677,leite evaporado 2% de gordura com adicao de vitamina a e vitamina d,Dairy and Egg Products,107.0,6.67,15.74,2.0,1.204,0.0,0.0,0.0,0,68.0
7677,7678,leite fermentado,Leite e derivados,69.621474,1.89486,15.6744733333333,0.099,0,0,1.85166,0.452333333333333,0,0
7678,7679,leite geleificado,No category,131.148,5.584,15.439,5.066,2.136,0,122.514,0,1.655,0.516
7679,7680,leite humano/peito maduro fluido,No category,68.355716,1.3,6.8,4.2,1.9,0.0,14,99.22,1.38,0.46
7680,7681,leite integral 325% gordura do leite sem adicao de vitamina a e vitamina d,Dairy and Egg Products,61.0,3.15,4.78,3.27,1.865,0.0,10.0,0,0,195.0
7681,7682,leite inteiro,Dairy and Egg Products,61.0,3.15,4.8,3.25,1.865,0.0,10.0,0,0,195.0
7682,7683,leite maltado,Dairy and Egg Products ,65.0,3.13,8.65,1.96,1.179,0.0,7.0,0,0,98.0
7683,7684,leite materno (humano),Dairy and Egg Products,70.0,1.03,6.89,4.38,2.009,0.0,14.0,0,0,497.0
7684,7685,leite nao especificado pasteurizado,No category,60.025,3.221,4.522,3.251,1.866,0,10.004,0,0.812,0.195
7685,7686,leite nao lacteos nfs,Dairy and Egg Products ,32.0,1.12,3.95,1.25,0.186,0.2,0.0,0,0,399.0
7686,7687,leite nfs,Dairy and Egg Products ,51.0,3.27,4.85,2.04,1.232,0.0,8.0,0,0,102.0
7687,7688,leite seco desnatado calcio reduzido,Dairy and Egg Products,354.0,35.5,51.8,0.2,0.124,0.0,2.0,0,0,7.0
7688,7689,leite seco integral sem adicao de vitamina d,Dairy and Egg Products,496.0,26.32,38.42,26.71,16.742,0.0,97.0,0,0,665.0
7689,7690,leite seco nao reconstituido baixo teor de gordura (1%),No Category,363.0,34.76,51.67,1.7,1.075,0.0,20.0,0,0,64.0
7690,7691,leite seco reconstituido com baixo teor de gordura (1%),Dairy and Egg Products ,40.0,3.08,4.57,1.01,0.631,0.0,4.0,0,0,38.0
7691,7692,leite seco reconstituido integral,Dairy and Egg Products ,76.0,4.01,5.86,4.08,2.554,0.0,15.0,0,0,101.0
7692,7693,leite seco reconstituido ns quanto ao teor de gordura,Dairy and Egg Products ,32.0,3.1,4.62,0.06,0.041,0.0,2.0,0,0,2.0
7693,7694,leite seco reconstituido sem gordura (desnatado),Dairy and Egg Products ,32.0,3.1,4.62,0.06,0.041,0.0,2.0,0,0,2.0
7694,7695,leite seco sem gordura instantaneo com adicao de vitamina a e vitamina d,Dairy and Egg Products,358.0,35.1,52.19,0.72,0.467,0.0,18.0,0,0,28.0
7695,7696,leite seco sem gordura instantaneo sem adicao de vitamina a e vitamina d,Dairy and Egg Products,358.0,35.1,52.19,0.72,0.47,0.0,18.0,0,0,30.0
7696,7697,leite seco sem gordura regular com adicao de vitamina a e vitamina d,Dairy and Egg Products,362.0,36.16,51.98,0.77,0.499,0.0,20.0,0,0,30.0
7697,7698,leite seco sem gordura regular sem adicao de vitamina a e vitamina d,Dairy and Egg Products,362.0,36.16,51.98,0.77,0.499,0.0,20.0,0,0,30.0
7698,7699,leite sem gordura sem adicao de vitamina a e vitamina d (sem gordura ou desnatado),Dairy and Egg Products,35.0,3.37,4.86,0.18,0.117,0.0,2.0,0,0,7.0
7699,7700,leite semidesnatado de vaca organico,No category,42,3.37,4.99,0.97,0.633,0,5,0,0.277,0.035
7700,7701,leite vaca enlatado adocado condensado normal,No category,325.526172,8.3,55.0,9.2,6.03,0.0,31,304.29,2.18,0.22
7701,7702,leite vaca enlatado evaporado gordura reduzida (aproximadamente 2% de gordura),No category,90.82228,7.8,10.6,2.1,1.35,0.0,10,39.09,0.52,0.07
7702,7703,leite vaca enlatado evaporado normal,No category,140.535528,7.5,10.0,8.2,5.23,0.0,24,151.72,2.04,0.29
7703,7704,leite vaca fluido aromatizado chocolate gordura reduzida,No category,63.097584,3.3,8.6,1.9,1.25,0.0,8,48.48,0.41,0.06
7704,7705,leite vaca fluido desnatado (015% de gordura),No category,34.894876,3.6,5.3,0.0,0.0,0.0,3,0.0,0.0,0.0
7705,7706,leite vaca fluido desnatado (015% de gordura) adicionado de solidos lacteos,No category,41.348038,4.2,6.3,0.0,0.01,0.0,3,0.3,0.0,0.0
7706,7707,leite vaca fluido gordura reduzida (1% de gordura),No category,43.260086,3.3,4.8,1.2,0.85,0.0,5,26.08,0.24,0.03
7707,7708,leite vaca fluido gordura reduzida (15% de gordura) adicionado de omega 3 poliinsaturados,No category,50.908278,4.5,5.1,1.4,0.48,0.0,5,14.55,0.73,0.11
7708,7709,leite vaca fluido gordura regular (35% de gordura),No category,64.770626,3.3,5.4,3.4,2.31,0.0,10,100.55,0.77,0.08
7709,7710,leite vaca fluido gordura regular (35% de gordura) adicionado de poliinsaturados omega 3,No category,60.468518,3.1,5.1,3.2,2.08,0.0,5,61.39,0.81,0.12
7710,7711,leite vaca fluido sem lactose gordura normal (35% de gordura),No category,59.512494,3.1,4.7,3.2,2.16,0.0,11,6.05,0.68,0.08
7711,7712,leite vaca fluido sem lactose gordura reduzida (1% de gordura),No category,43.977104,3.4,5.0,1.2,0.81,0.1,5,2.27,0.26,0.03
7712,7713,leite vaca po desnatado,No category,363.050114,34.9,56.0,0.8,0.51,0.0,29,14.89,0.18,0.05
7713,7714,leite vaca po gordura normal adicao de vitaminas a e d,No category,508.604768,25.3,43.0,27.3,18.26,0.0,110,508.23,6.04,0.67
7714,7715,leite vaca po gordura normal nao fortificado,No category,508.604768,25.3,43.0,27.3,18.26,0.0,110,508.23,6.04,0.67
7715,7716,leiteiro aquicultura carne cozido no vapor sem adicao de gordura,No category,226.099676,27.8,0.0,12.8,4.51,0.0,88,218.5,4.44,2.32
7716,7717,leiteiro aquicultura carne cru,No category,190.00977,23.4,0.0,10.7,3.79,0.0,74,183.54,3.73,1.95
7717,7718,leiteiro aquicultura carne grelhado sem adicao de gordura,No category,260.277534,32.0,0.0,14.7,5.19,0.0,101,251.42,5.11,2.67
7718,7719,leitelho com baixo teor de gordura,Dairy and Egg Products,40.0,3.31,4.79,1.07,0.66,0.0,4.0,0,0,33.0
7719,7720,leitelho com baixo teor de gordura (1%),Dairy and Egg Products ,40.0,3.31,4.79,0.88,0.548,0.0,4.0,0,0,33.0
7720,7721,leitelho seco,Dairy and Egg Products,387.0,34.3,49.0,5.78,3.598,0.0,69.0,0,0,215.0
7721,7722,leitelho sem gordura (desnatado),Dairy and Egg Products ,40.0,3.31,4.79,0.88,0.548,0.0,4.0,0,0,33.0
7722,7723,lentilha,No category,136.277,9.02,20.13,2.674,0.412,5.86,0,0,0.587,1.499
7723,7724,lentilha cozida,Leguminosas e derivados,92.6387662522992,6.31041666666667,16.30225,0.524666666666667,0.1,7.86233333333333,0,0.612,0.1,0.3
7724,7725,lentilha crua,Leguminosas e derivados,339.141240203553,23.1521739130435,62.0044927536232,0.77,0.1,16.9366666666667,0,2.60666666666667,0.2,0.4
7725,7726,lentilha descascada seca,No category,322.419094,25.5,41.8,1.9,0.24,14.4,0,0.0,0.35,0.88
7726,7727,lentilha francesa descascada seca,No category,323.375118,28.3,38.8,2.0,0.24,15.0,0,0.0,0.4,0.96
7727,7728,lentilha seca cozida escorrida,No category,92.01731,7.3,11.9,0.5,0.07,4.1,0,0.0,0.1,0.25
7728,7729,lentilha verde descascada seca,No category,317.87798,25.3,40.9,1.7,0.24,14.6,0,0.0,0.32,0.8
7729,7730,lentilha vermelha descascada seca,No category,326.004184,23.0,45.7,1.9,0.24,13.7,0,0.0,0.32,0.89
7730,7731,lentilhas (cozidas),Beans and Lentils,116.0,9.02,20.13,0.38,0.053,7.9,0.0,0.0,0,175.0
7731,7732,lentilhas cozidas a seco feitas com gordura animal ou restos de carne,Beans and Lentils,159.0,8.57,18.82,5.93,2.202,7.4,6.0,0,0,772.0
7732,7733,lentilhas cruas,Beans and Lentils,352.0,24.63,63.35,1.06,0.154,10.7,0.0,0.0,0,526.0
7733,7734,lentilhas germinadas cozidas e fritas com sal,Vegetables,101.0,8.8,21.25,0.45,0.053,0,0.0,0.0,0,201.0
7734,7735,lentilhas gordura cozida seca adicionada no cozimento ns quanto ao tipo de gordura,Beans and Lentils,165.0,8.4,18.74,6.76,0.926,7.4,0.0,0,0,2802.0
7735,7736,lentilhas gordura seca cozida nao adicionada na culinaria,Beans and Lentils,115.0,8.98,20.03,0.38,0.053,7.9,0.0,0,0,174.0
7736,7737,lentilhas rosa ou vermelhas cruas,Beans and Lentils,358.0,23.91,63.1,2.17,0.379,10.8,0.0,0.0,0,1137.0
7737,7738,lentilhas secas cozidas feitas com margarina,Beans and Lentils,143.0,8.38,18.74,4.37,0.86,7.3,0.0,0,0,1939.0
7738,7739,lentilhas secas cozidas feitas com oleo,Beans and Lentils,165.0,8.4,18.74,6.76,0.926,7.4,0.0,0,0,2802.0
7739,7740,lentilhas secas cozidas ns quanto a gordura adicionada na culinaria,Beans and Lentils,165.0,8.4,18.74,6.76,0.926,7.4,0.0,0,0,2802.0
7740,7741,lentilhas sementes maduras cozidas com sal,Beans and Lentils,114.0,9.02,19.54,0.38,0.053,7.9,0.0,0.0,0,175.0
7741,7742,levedo de cerveja,No category,170,16.2,28.1,1.3,0.2,11.5,0,0,0.715,0.002
7742,7743,levedura po seco,No category,269.120756,36.4,6.3,5.0,0.75,26.9,0,0.0,3.24,0.01
7743,7744,lichia descascada crua,No category,70.745776,1.1,16.2,0.1,0.0,1.3,0,0.0,0.0,0.0
7744,7745,lichia seca,Fruits,277.0,3.8,70.7,1.2,0.27,4.6,0.0,0,0,361.0
7745,7746,lichias,Fruits,66.0,0.83,16.53,0.44,0.099,1.3,0.0,0.0,0,132.0
7746,7747,licor de 100 provas,Beverages,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
7747,7748,licor de 90 provas,Beverages,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
7748,7749,licor de cafe,Beverages,336.0,0.1,46.8,0.3,0.106,0.0,0.0,0.0,0,105.0
7749,7750,licor de creme de cafe,Beverages,327.0,2.8,20.9,15.7,9.664,0.0,58.0,0,0,669.0
7750,7751,licor de qualquer sabor,No category,282.649,0,33.639,0,0,0,0,0,0,0
7751,7752,lima,No category,47,0.94,11.75,0.12,0.02,2.35,0,0,0.02,0.03
7752,7753,lima descascada crua,No category,29.158732,0.8,1.2,0.2,0.0,4.1,0,0.0,0.0,0.0
7753,7754,limao,Fruits,30.0,0.7,10.54,0.2,0.022,2.8,0.0,0.0,0,55.0
7754,7755,limao (comum galego etc.),No category,30,0.7,10.54,0.2,0.02,2.8,0,0,0.02,0.06
7755,7756,limao cravo suco,Frutas e derivados,14.1037333993117,0.325,5.24666666666666,Tr,0,Tr,0,0.239333333333333,0,0
7756,7757,limao descascado cru,No category,27.48569,0.6,1.8,0.2,0.0,2.5,0,0.0,0.0,0.0
7757,7758,limao em conserva,No category,24.378612,0.7,1.3,0.2,0.01,3.5,0,0.0,0.0,0.02
7758,7759,limao galego suco,Frutas e derivados,22.2250434782609,0.565217391304348,7.32144927536232,0.066666666666667,0,Tr,0,0.25,0,0
7759,7760,limao nativo fruta,No category,32.743822,0.1,0.4,2.7,1.02,3.6,0,0.0,0.45,0.44
7760,7761,limao tahiti cru,Frutas e derivados,31.8181534301639,0.939583333333333,11.0844166666667,0.14,0,1.18166666666667,0,0.408666666666667,0,0
7761,7762,limeade carbonatado com alto teor de cafeina,Beverages,17.0,0.0,4.11,0.11,0.0,0.0,0.0,0,0,0.0
7762,7763,limeade congelado concentrado preparado com agua,Beverages,52.0,0.0,13.79,0.0,0.0,0.0,0.0,0.0,0,0.0
7763,7764,limoes,Fruits,29.0,1.1,9.32,0.3,0.039,2.8,0.0,0.0,0,89.0
7764,7765,limonada,Fruits,25.0,0.42,8.42,0.07,0.008,0.4,0.0,0.0,0,23.0
7765,7766,limonada congelada concentrada branca,Beverages,196.0,0.22,49.89,0.7,0.025,0.3,0.0,0.0,0,59.0
